observation_date,USEPUINDXD
1992-03-07,84.48
1992-03-08,152.41
1992-03-09,186.02
1992-03-10,85.46
1992-03-11,78.56
1992-03-12,151.59
1992-03-13,57.31
1992-03-14,31.92
1992-03-15,229.87
1992-03-16,93.25
1992-03-17,125.64
1992-03-18,90.05
1992-03-19,121.91
1992-03-20,141.40
1992-03-21,52.92
1992-03-22,169.66
1992-03-23,82.37
1992-03-24,19.34
1992-03-25,66.87
1992-03-26,113.69
1992-03-27,92.88
1992-03-28,87.13
1992-03-29,226.21
1992-03-30,59.58
1992-03-31,144.18
1992-04-01,85.60
1992-04-02,99.14
1992-04-03,74.78
1992-04-04,65.09
1992-04-05,168.93
1992-04-06,116.33
1992-04-07,75.39
1992-04-08,107.74
1992-04-09,51.71
1992-04-10,58.28
1992-04-11,192.85
1992-04-12,145.50
1992-04-13,105.93
1992-04-14,74.39
1992-04-15,115.17
1992-04-16,121.56
1992-04-17,103.66
1992-04-18,82.85
1992-04-19,98.01
1992-04-20,123.26
1992-04-21,66.76
1992-04-22,73.23
1992-04-23,52.56
1992-04-24,58.25
1992-04-25,140.42
1992-04-26,122.83
1992-04-27,160.50
1992-04-28,94.88
1992-04-29,57.57
1992-04-30,75.30
1992-05-01,33.23
1992-05-02,33.17
1992-05-03,139.47
1992-05-04,127.40
1992-05-05,75.48
1992-05-06,82.71
1992-05-07,104.53
1992-05-08,84.90
1992-05-09,190.53
1992-05-10,86.13
1992-05-11,127.16
1992-05-12,76.60
1992-05-13,141.89
1992-05-14,45.20
1992-05-15,74.24
1992-05-16,64.56
1992-05-17,91.66
1992-05-18,95.24
1992-05-19,60.46
1992-05-20,85.06
1992-05-21,92.96
1992-05-22,34.23
1992-05-23,131.67
1992-05-24,205.09
1992-05-25,147.53
1992-05-26,111.21
1992-05-27,70.04
1992-05-28,65.03
1992-05-29,96.89
1992-05-30,56.72
1992-05-31,173.33
1992-06-01,182.67
1992-06-02,217.60
1992-06-03,146.74
1992-06-04,64.82
1992-06-05,109.60
1992-06-06,235.48
1992-06-07,170.28
1992-06-08,88.10
1992-06-09,210.67
1992-06-10,139.09
1992-06-11,79.66
1992-06-12,71.67
1992-06-13,89.82
1992-06-14,82.89
1992-06-15,137.17
1992-06-16,138.18
1992-06-17,117.22
1992-06-18,232.01
1992-06-19,53.30
1992-06-20,90.55
1992-06-21,188.18
1992-06-22,99.87
1992-06-23,76.73
1992-06-24,62.08
1992-06-25,40.32
1992-06-26,161.41
1992-06-27,92.51
1992-06-28,116.43
1992-06-29,102.33
1992-06-30,100.73
1992-07-01,80.51
1992-07-02,159.70
1992-07-03,282.64
1992-07-04,171.28
1992-07-05,137.36
1992-07-06,133.19
1992-07-07,95.96
1992-07-08,184.95
1992-07-09,109.81
1992-07-10,73.82
1992-07-11,69.77
1992-07-12,143.89
1992-07-13,149.85
1992-07-14,89.67
1992-07-15,62.03
1992-07-16,137.53
1992-07-17,190.62
1992-07-18,118.40
1992-07-19,288.81
1992-07-20,176.03
1992-07-21,193.41
1992-07-22,80.75
1992-07-23,115.22
1992-07-24,82.07
1992-07-25,186.51
1992-07-26,192.19
1992-07-27,219.26
1992-07-28,87.52
1992-07-29,161.01
1992-07-30,89.65
1992-07-31,44.54
1992-08-01,66.65
1992-08-02,154.83
1992-08-03,108.00
1992-08-04,117.30
1992-08-05,70.17
1992-08-06,104.91
1992-08-07,123.59
1992-08-08,88.44
1992-08-09,123.65
1992-08-10,36.66
1992-08-11,82.02
1992-08-12,101.28
1992-08-13,140.13
1992-08-14,119.34
1992-08-15,69.78
1992-08-16,205.49
1992-08-17,301.10
1992-08-18,128.71
1992-08-19,177.05
1992-08-20,229.76
1992-08-21,310.06
1992-08-22,280.91
1992-08-23,245.28
1992-08-24,170.06
1992-08-25,345.27
1992-08-26,139.30
1992-08-27,113.82
1992-08-28,175.30
1992-08-29,72.99
1992-08-30,246.69
1992-08-31,114.86
1992-09-01,134.49
1992-09-02,60.94
1992-09-03,184.48
1992-09-04,88.37
1992-09-05,79.56
1992-09-06,133.97
1992-09-07,287.22
1992-09-08,275.26
1992-09-09,116.55
1992-09-10,79.29
1992-09-11,85.22
1992-09-12,73.48
1992-09-13,148.18
1992-09-14,133.41
1992-09-15,96.60
1992-09-16,129.20
1992-09-17,87.12
1992-09-18,178.66
1992-09-19,144.87
1992-09-20,351.50
1992-09-21,398.32
1992-09-22,241.68
1992-09-23,127.10
1992-09-24,156.73
1992-09-25,125.20
1992-09-26,212.61
1992-09-27,273.76
1992-09-28,163.45
1992-09-29,135.37
1992-09-30,174.33
1992-10-01,110.52
1992-10-02,327.00
1992-10-03,243.04
1992-10-04,333.04
1992-10-05,302.80
1992-10-06,525.66
1992-10-07,257.22
1992-10-08,228.31
1992-10-09,222.93
1992-10-10,252.28
1992-10-11,398.26
1992-10-12,198.91
1992-10-13,121.07
1992-10-14,93.94
1992-10-15,85.78
1992-10-16,99.49
1992-10-17,133.30
1992-10-18,307.19
1992-10-19,175.65
1992-10-20,114.68
1992-10-21,83.92
1992-10-22,69.30
1992-10-23,75.88
1992-10-24,92.97
1992-10-25,286.49
1992-10-26,148.85
1992-10-27,122.43
1992-10-28,91.87
1992-10-29,162.82
1992-10-30,135.88
1992-10-31,180.10
1992-11-01,371.10
1992-11-02,238.80
1992-11-03,310.38
1992-11-04,224.56
1992-11-05,330.52
1992-11-06,203.33
1992-11-07,115.16
1992-11-08,293.21
1992-11-09,154.97
1992-11-10,218.12
1992-11-11,137.15
1992-11-12,128.53
1992-11-13,84.87
1992-11-14,83.05
1992-11-15,231.48
1992-11-16,164.96
1992-11-17,153.10
1992-11-18,66.79
1992-11-19,53.04
1992-11-20,91.03
1992-11-21,176.55
1992-11-22,157.12
1992-11-23,47.30
1992-11-24,67.44
1992-11-25,78.39
1992-11-26,61.41
1992-11-27,104.47
1992-11-28,98.11
1992-11-29,99.05
1992-11-30,61.29
1992-12-01,161.38
1992-12-02,107.92
1992-12-03,92.70
1992-12-04,122.96
1992-12-05,51.11
1992-12-06,169.84
1992-12-07,90.49
1992-12-08,75.12
1992-12-09,64.88
1992-12-10,83.16
1992-12-11,90.87
1992-12-12,53.04
1992-12-13,161.19
1992-12-14,176.86
1992-12-15,65.93
1992-12-16,124.14
1992-12-17,68.35
1992-12-18,83.94
1992-12-19,21.10
1992-12-20,126.02
1992-12-21,129.28
1992-12-22,47.88
1992-12-23,91.61
1992-12-24,80.69
1992-12-25,134.04
1992-12-26,91.50
1992-12-27,215.98
1992-12-28,161.11
1992-12-29,71.07
1992-12-30,148.31
1992-12-31,44.44
1993-01-01,86.04
1993-01-02,153.57
1993-01-03,262.96
1993-01-04,300.77
1993-01-05,67.50
1993-01-06,52.42
1993-01-07,40.82
1993-01-08,79.36
1993-01-09,109.64
1993-01-10,181.37
1993-01-11,120.49
1993-01-12,96.82
1993-01-13,76.55
1993-01-14,117.29
1993-01-15,98.82
1993-01-16,106.42
1993-01-17,200.73
1993-01-18,105.76
1993-01-19,39.92
1993-01-20,141.81
1993-01-21,145.34
1993-01-22,82.69
1993-01-23,31.70
1993-01-24,177.41
1993-01-25,92.91
1993-01-26,64.19
1993-01-27,149.32
1993-01-28,128.23
1993-01-29,32.65
1993-01-30,83.04
1993-01-31,134.64
1993-02-01,150.75
1993-02-02,27.93
1993-02-03,75.28
1993-02-04,67.40
1993-02-05,41.02
1993-02-06,83.09
1993-02-07,100.10
1993-02-08,79.99
1993-02-09,27.59
1993-02-10,79.34
1993-02-11,120.02
1993-02-12,8.10
1993-02-13,31.34
1993-02-14,159.20
1993-02-15,82.85
1993-02-16,162.13
1993-02-17,188.75
1993-02-18,178.66
1993-02-19,202.42
1993-02-20,145.25
1993-02-21,199.33
1993-02-22,253.37
1993-02-23,119.16
1993-02-24,161.79
1993-02-25,44.59
1993-02-26,81.51
1993-02-27,81.65
1993-02-28,275.77
1993-03-01,180.94
1993-03-02,99.17
1993-03-03,87.04
1993-03-04,87.88
1993-03-05,39.88
1993-03-06,79.07
1993-03-07,161.43
1993-03-08,145.14
1993-03-09,99.41
1993-03-10,64.07
1993-03-11,117.34
1993-03-12,143.39
1993-03-13,121.82
1993-03-14,256.15
1993-03-15,136.71
1993-03-16,138.41
1993-03-17,144.67
1993-03-18,278.23
1993-03-19,79.10
1993-03-20,9.87
1993-03-21,223.82
1993-03-22,218.26
1993-03-23,183.94
1993-03-24,130.74
1993-03-25,127.54
1993-03-26,150.14
1993-03-27,92.36
1993-03-28,127.86
1993-03-29,360.09
1993-03-30,101.41
1993-03-31,106.73
1993-04-01,66.58
1993-04-02,79.62
1993-04-03,49.57
1993-04-04,338.64
1993-04-05,181.66
1993-04-06,64.42
1993-04-07,130.58
1993-04-08,98.04
1993-04-09,84.89
1993-04-10,44.96
1993-04-11,173.77
1993-04-12,120.76
1993-04-13,76.72
1993-04-14,41.21
1993-04-15,68.01
1993-04-16,97.99
1993-04-17,62.83
1993-04-18,161.34
1993-04-19,104.61
1993-04-20,83.24
1993-04-21,264.10
1993-04-22,119.23
1993-04-23,65.15
1993-04-24,103.49
1993-04-25,135.07
1993-04-26,111.78
1993-04-27,233.88
1993-04-28,169.89
1993-04-29,93.24
1993-04-30,79.74
1993-05-01,61.95
1993-05-02,152.34
1993-05-03,91.55
1993-05-04,27.37
1993-05-05,254.22
1993-05-06,112.26
1993-05-07,150.94
1993-05-08,102.49
1993-05-09,304.79
1993-05-10,135.52
1993-05-11,209.86
1993-05-12,103.23
1993-05-13,109.94
1993-05-14,166.74
1993-05-15,81.73
1993-05-16,185.41
1993-05-17,148.53
1993-05-18,189.80
1993-05-19,142.89
1993-05-20,87.23
1993-05-21,113.31
1993-05-22,136.00
1993-05-23,182.48
1993-05-24,129.82
1993-05-25,239.33
1993-05-26,274.65
1993-05-27,95.39
1993-05-28,294.98
1993-05-29,179.31
1993-05-30,139.37
1993-05-31,234.33
1993-06-01,185.66
1993-06-02,151.97
1993-06-03,98.56
1993-06-04,107.09
1993-06-05,127.43
1993-06-06,246.41
1993-06-07,137.69
1993-06-08,55.26
1993-06-09,122.85
1993-06-10,74.92
1993-06-11,159.35
1993-06-12,42.35
1993-06-13,117.21
1993-06-14,82.71
1993-06-15,133.36
1993-06-16,127.21
1993-06-17,105.37
1993-06-18,287.55
1993-06-19,53.88
1993-06-20,118.36
1993-06-21,83.53
1993-06-22,116.60
1993-06-23,110.75
1993-06-24,306.61
1993-06-25,102.64
1993-06-26,76.79
1993-06-27,174.47
1993-06-28,96.36
1993-06-29,136.68
1993-06-30,206.72
1993-07-01,210.97
1993-07-02,92.79
1993-07-03,146.54
1993-07-04,239.23
1993-07-05,209.18
1993-07-06,109.14
1993-07-07,121.49
1993-07-08,101.61
1993-07-09,33.90
1993-07-10,109.40
1993-07-11,195.17
1993-07-12,106.40
1993-07-13,115.72
1993-07-14,59.17
1993-07-15,54.13
1993-07-16,69.32
1993-07-17,55.08
1993-07-18,153.93
1993-07-19,208.99
1993-07-20,134.96
1993-07-21,134.44
1993-07-22,30.99
1993-07-23,76.44
1993-07-24,67.43
1993-07-25,179.74
1993-07-26,96.26
1993-07-27,76.87
1993-07-28,279.67
1993-07-29,83.53
1993-07-30,67.93
1993-07-31,185.92
1993-08-01,270.79
1993-08-02,169.27
1993-08-03,169.28
1993-08-04,155.00
1993-08-05,289.42
1993-08-06,136.99
1993-08-07,495.35
1993-08-08,263.21
1993-08-09,157.89
1993-08-10,280.75
1993-08-11,94.27
1993-08-12,53.96
1993-08-13,34.34
1993-08-14,221.30
1993-08-15,198.79
1993-08-16,93.94
1993-08-17,28.75
1993-08-18,68.84
1993-08-19,186.63
1993-08-20,154.54
1993-08-21,132.22
1993-08-22,141.70
1993-08-23,107.29
1993-08-24,86.74
1993-08-25,50.81
1993-08-26,67.82
1993-08-27,92.72
1993-08-28,107.70
1993-08-29,96.35
1993-08-30,141.91
1993-08-31,46.81
1993-09-01,58.87
1993-09-02,45.03
1993-09-03,49.45
1993-09-04,53.05
1993-09-05,134.59
1993-09-06,243.31
1993-09-07,179.81
1993-09-08,134.14
1993-09-09,104.02
1993-09-10,90.60
1993-09-11,213.21
1993-09-12,98.73
1993-09-13,125.39
1993-09-14,181.74
1993-09-15,388.62
1993-09-16,108.32
1993-09-17,131.84
1993-09-18,109.79
1993-09-19,87.16
1993-09-20,114.19
1993-09-21,36.84
1993-09-22,161.37
1993-09-23,257.40
1993-09-24,87.97
1993-09-25,131.77
1993-09-26,201.85
1993-09-27,149.58
1993-09-28,61.98
1993-09-29,98.74
1993-09-30,51.60
1993-10-01,57.18
1993-10-02,49.47
1993-10-03,102.76
1993-10-04,44.52
1993-10-05,54.66
1993-10-06,160.97
1993-10-07,51.13
1993-10-08,104.70
1993-10-09,39.74
1993-10-10,95.68
1993-10-11,66.40
1993-10-12,77.09
1993-10-13,88.51
1993-10-14,51.28
1993-10-15,71.99
1993-10-16,60.35
1993-10-17,95.39
1993-10-18,88.39
1993-10-19,371.65
1993-10-20,46.41
1993-10-21,50.14
1993-10-22,47.92
1993-10-23,49.84
1993-10-24,109.12
1993-10-25,66.01
1993-10-26,53.60
1993-10-27,31.67
1993-10-28,125.02
1993-10-29,39.83
1993-10-30,68.41
1993-10-31,115.91
1993-11-01,108.76
1993-11-02,70.60
1993-11-03,137.05
1993-11-04,70.34
1993-11-05,70.16
1993-11-06,139.53
1993-11-07,175.55
1993-11-08,164.57
1993-11-09,53.57
1993-11-10,91.68
1993-11-11,28.87
1993-11-12,49.74
1993-11-13,80.61
1993-11-14,171.90
1993-11-15,76.55
1993-11-16,205.24
1993-11-17,215.82
1993-11-18,175.89
1993-11-19,109.97
1993-11-20,187.33
1993-11-21,113.84
1993-11-22,118.92
1993-11-23,91.71
1993-11-24,40.64
1993-11-25,8.45
1993-11-26,30.42
1993-11-27,57.01
1993-11-28,95.92
1993-11-29,23.24
1993-11-30,65.90
1993-12-01,174.12
1993-12-02,36.08
1993-12-03,117.18
1993-12-04,60.22
1993-12-05,21.54
1993-12-06,73.60
1993-12-07,26.18
1993-12-08,76.74
1993-12-09,72.09
1993-12-10,31.36
1993-12-11,69.53
1993-12-12,119.63
1993-12-13,77.25
1993-12-14,108.07
1993-12-15,158.43
1993-12-16,299.53
1993-12-17,57.03
1993-12-18,61.11
1993-12-19,129.43
1993-12-20,79.06
1993-12-21,100.94
1993-12-22,49.55
1993-12-23,74.18
1993-12-24,40.53
1993-12-25,32.49
1993-12-26,213.93
1993-12-27,160.06
1993-12-28,51.65
1993-12-29,34.80
1993-12-30,75.33
1993-12-31,38.51
1994-01-01,42.38
1994-01-02,214.69
1994-01-03,94.09
1994-01-04,76.64
1994-01-05,85.30
1994-01-06,23.16
1994-01-07,75.44
1994-01-08,53.38
1994-01-09,216.35
1994-01-10,126.46
1994-01-11,90.04
1994-01-12,79.28
1994-01-13,185.05
1994-01-14,80.15
1994-01-15,10.43
1994-01-16,149.84
1994-01-17,79.93
1994-01-18,58.96
1994-01-19,243.79
1994-01-20,91.72
1994-01-21,40.90
1994-01-22,62.65
1994-01-23,149.58
1994-01-24,46.00
1994-01-25,115.72
1994-01-26,112.75
1994-01-27,29.80
1994-01-28,32.47
1994-01-29,30.17
1994-01-30,122.06
1994-01-31,88.68
1994-02-01,36.45
1994-02-02,62.70
1994-02-03,59.29
1994-02-04,103.75
1994-02-05,50.91
1994-02-06,53.55
1994-02-07,164.57
1994-02-08,99.91
1994-02-09,87.69
1994-02-10,73.18
1994-02-11,118.95
1994-02-12,31.11
1994-02-13,83.61
1994-02-14,96.64
1994-02-15,97.00
1994-02-16,85.59
1994-02-17,41.50
1994-02-18,45.70
1994-02-19,28.82
1994-02-20,131.27
1994-02-21,99.12
1994-02-22,86.15
1994-02-23,52.86
1994-02-24,78.36
1994-02-25,100.49
1994-02-26,60.16
1994-02-27,102.75
1994-02-28,106.63
1994-03-01,51.75
1994-03-02,38.05
1994-03-03,71.28
1994-03-04,23.33
1994-03-05,29.62
1994-03-06,72.78
1994-03-07,41.64
1994-03-08,51.82
1994-03-09,15.09
1994-03-10,34.91
1994-03-11,38.43
1994-03-12,48.92
1994-03-13,110.46
1994-03-14,95.00
1994-03-15,99.05
1994-03-16,68.23
1994-03-17,27.02
1994-03-18,30.79
1994-03-19,140.30
1994-03-20,251.27
1994-03-21,141.18
1994-03-22,35.57
1994-03-23,92.51
1994-03-24,154.09
1994-03-25,291.76
1994-03-26,70.52
1994-03-27,81.77
1994-03-28,123.35
1994-03-29,107.02
1994-03-30,47.65
1994-03-31,179.21
1994-04-01,215.61
1994-04-02,240.74
1994-04-03,157.62
1994-04-04,489.12
1994-04-05,198.56
1994-04-06,116.23
1994-04-07,64.80
1994-04-08,70.84
1994-04-09,170.69
1994-04-10,126.25
1994-04-11,132.14
1994-04-12,43.50
1994-04-13,15.04
1994-04-14,63.08
1994-04-15,54.69
1994-04-16,78.73
1994-04-17,101.90
1994-04-18,76.88
1994-04-19,69.99
1994-04-20,59.60
1994-04-21,42.36
1994-04-22,91.04
1994-04-23,89.13
1994-04-24,173.56
1994-04-25,135.53
1994-04-26,135.06
1994-04-27,67.97
1994-04-28,55.93
1994-04-29,69.29
1994-04-30,29.66
1994-05-01,79.37
1994-05-02,62.92
1994-05-03,60.76
1994-05-04,58.46
1994-05-05,206.49
1994-05-06,45.35
1994-05-07,78.72
1994-05-08,196.14
1994-05-09,43.37
1994-05-10,242.31
1994-05-11,112.71
1994-05-12,89.75
1994-05-13,84.32
1994-05-14,49.63
1994-05-15,157.98
1994-05-16,157.23
1994-05-17,360.72
1994-05-18,204.64
1994-05-19,89.40
1994-05-20,84.37
1994-05-21,109.41
1994-05-22,138.67
1994-05-23,98.10
1994-05-24,80.12
1994-05-25,76.54
1994-05-26,41.88
1994-05-27,98.99
1994-05-28,141.44
1994-05-29,103.50
1994-05-30,50.82
1994-05-31,42.54
1994-06-01,70.82
1994-06-02,14.41
1994-06-03,46.79
1994-06-04,39.61
1994-06-05,127.91
1994-06-06,32.97
1994-06-07,61.93
1994-06-08,128.04
1994-06-09,27.92
1994-06-10,77.86
1994-06-11,30.29
1994-06-12,110.60
1994-06-13,108.46
1994-06-14,71.89
1994-06-15,22.91
1994-06-16,70.57
1994-06-17,101.54
1994-06-18,41.49
1994-06-19,74.16
1994-06-20,108.78
1994-06-21,143.72
1994-06-22,135.46
1994-06-23,79.89
1994-06-24,103.37
1994-06-25,51.12
1994-06-26,89.80
1994-06-27,75.81
1994-06-28,133.26
1994-06-29,87.10
1994-06-30,86.25
1994-07-01,55.71
1994-07-02,74.27
1994-07-03,163.13
1994-07-04,134.94
1994-07-05,80.25
1994-07-06,128.40
1994-07-07,60.80
1994-07-08,84.34
1994-07-09,74.70
1994-07-10,197.67
1994-07-11,258.00
1994-07-12,166.69
1994-07-13,95.92
1994-07-14,88.29
1994-07-15,24.16
1994-07-16,71.76
1994-07-17,106.37
1994-07-18,66.59
1994-07-19,72.00
1994-07-20,64.55
1994-07-21,42.74
1994-07-22,15.72
1994-07-23,111.07
1994-07-24,91.04
1994-07-25,65.67
1994-07-26,142.58
1994-07-27,62.87
1994-07-28,49.96
1994-07-29,39.51
1994-07-30,41.68
1994-07-31,114.02
1994-08-01,54.78
1994-08-02,54.14
1994-08-03,40.02
1994-08-04,128.77
1994-08-05,55.77
1994-08-06,61.49
1994-08-07,98.25
1994-08-08,99.40
1994-08-09,53.34
1994-08-10,63.32
1994-08-11,28.37
1994-08-12,86.42
1994-08-13,71.55
1994-08-14,118.96
1994-08-15,76.77
1994-08-16,98.58
1994-08-17,227.37
1994-08-18,177.41
1994-08-19,133.69
1994-08-20,62.56
1994-08-21,166.67
1994-08-22,220.28
1994-08-23,146.69
1994-08-24,40.18
1994-08-25,29.24
1994-08-26,39.30
1994-08-27,93.42
1994-08-28,122.82
1994-08-29,45.59
1994-08-30,36.51
1994-08-31,31.54
1994-09-01,48.61
1994-09-02,39.11
1994-09-03,69.20
1994-09-04,129.29
1994-09-05,175.96
1994-09-06,110.37
1994-09-07,73.10
1994-09-08,14.38
1994-09-09,91.14
1994-09-10,46.27
1994-09-11,76.52
1994-09-12,62.11
1994-09-13,88.49
1994-09-14,59.47
1994-09-15,62.78
1994-09-16,92.98
1994-09-17,76.55
1994-09-18,96.23
1994-09-19,210.22
1994-09-20,382.10
1994-09-21,89.97
1994-09-22,116.13
1994-09-23,29.71
1994-09-24,56.96
1994-09-25,160.33
1994-09-26,146.30
1994-09-27,137.84
1994-09-28,75.45
1994-09-29,69.50
1994-09-30,66.93
1994-10-01,83.01
1994-10-02,144.85
1994-10-03,82.38
1994-10-04,59.61
1994-10-05,66.85
1994-10-06,68.25
1994-10-07,81.56
1994-10-08,150.25
1994-10-09,130.71
1994-10-10,52.58
1994-10-11,53.20
1994-10-12,114.05
1994-10-13,34.51
1994-10-14,81.34
1994-10-15,18.56
1994-10-16,159.29
1994-10-17,115.49
1994-10-18,68.49
1994-10-19,45.25
1994-10-20,48.64
1994-10-21,51.98
1994-10-22,55.62
1994-10-23,101.68
1994-10-24,41.94
1994-10-25,94.64
1994-10-26,214.16
1994-10-27,67.06
1994-10-28,30.05
1994-10-29,27.58
1994-10-30,78.31
1994-10-31,92.09
1994-11-01,50.82
1994-11-02,108.00
1994-11-03,58.77
1994-11-04,36.30
1994-11-05,81.00
1994-11-06,137.14
1994-11-07,92.18
1994-11-08,88.93
1994-11-09,111.50
1994-11-10,270.85
1994-11-11,83.49
1994-11-12,69.16
1994-11-13,188.19
1994-11-14,232.26
1994-11-15,52.04
1994-11-16,142.23
1994-11-17,114.48
1994-11-18,44.44
1994-11-19,9.25
1994-11-20,144.48
1994-11-21,115.50
1994-11-22,131.08
1994-11-23,118.06
1994-11-24,189.27
1994-11-25,64.44
1994-11-26,176.09
1994-11-27,75.87
1994-11-28,135.09
1994-11-29,203.86
1994-11-30,240.11
1994-12-01,35.07
1994-12-02,118.96
1994-12-03,37.61
1994-12-04,86.55
1994-12-05,84.39
1994-12-06,101.47
1994-12-07,45.14
1994-12-08,48.90
1994-12-09,75.29
1994-12-10,57.17
1994-12-11,126.63
1994-12-12,84.02
1994-12-13,122.82
1994-12-14,120.53
1994-12-15,68.52
1994-12-16,128.31
1994-12-17,39.35
1994-12-18,161.97
1994-12-19,54.09
1994-12-20,61.34
1994-12-21,46.29
1994-12-22,118.77
1994-12-23,143.42
1994-12-24,80.48
1994-12-25,122.40
1994-12-26,145.15
1994-12-27,77.99
1994-12-28,115.46
1994-12-29,64.12
1994-12-30,113.47
1994-12-31,99.28
1995-01-01,312.74
1995-01-02,261.73
1995-01-03,251.08
1995-01-04,47.84
1995-01-05,72.45
1995-01-06,108.02
1995-01-07,9.80
1995-01-08,138.88
1995-01-09,75.18
1995-01-10,90.77
1995-01-11,86.99
1995-01-12,176.97
1995-01-13,89.69
1995-01-14,188.78
1995-01-15,175.13
1995-01-16,115.33
1995-01-17,80.99
1995-01-18,108.93
1995-01-19,66.50
1995-01-20,59.38
1995-01-21,111.49
1995-01-22,176.09
1995-01-23,94.13
1995-01-24,242.32
1995-01-25,219.96
1995-01-26,177.69
1995-01-27,103.09
1995-01-28,65.09
1995-01-29,100.49
1995-01-30,121.91
1995-01-31,289.84
1995-02-01,166.61
1995-02-02,92.20
1995-02-03,101.79
1995-02-04,56.19
1995-02-05,180.97
1995-02-06,170.19
1995-02-07,98.77
1995-02-08,63.43
1995-02-09,80.29
1995-02-10,102.43
1995-02-11,46.13
1995-02-12,111.11
1995-02-13,106.04
1995-02-14,89.60
1995-02-15,63.90
1995-02-16,123.79
1995-02-17,57.36
1995-02-18,81.65
1995-02-19,140.11
1995-02-20,154.90
1995-02-21,148.22
1995-02-22,77.41
1995-02-23,122.79
1995-02-24,455.09
1995-02-25,376.22
1995-02-26,185.52
1995-02-27,192.13
1995-02-28,118.81
1995-03-01,147.09
1995-03-02,70.12
1995-03-03,84.32
1995-03-04,165.98
1995-03-05,118.70
1995-03-06,78.74
1995-03-07,81.18
1995-03-08,109.24
1995-03-09,282.25
1995-03-10,96.65
1995-03-11,173.76
1995-03-12,195.18
1995-03-13,124.92
1995-03-14,87.56
1995-03-15,76.80
1995-03-16,49.91
1995-03-17,49.00
1995-03-18,26.86
1995-03-19,120.32
1995-03-20,81.24
1995-03-21,65.06
1995-03-22,28.12
1995-03-23,32.68
1995-03-24,76.28
1995-03-25,17.93
1995-03-26,95.75
1995-03-27,59.68
1995-03-28,112.50
1995-03-29,92.23
1995-03-30,103.03
1995-03-31,120.07
1995-04-01,89.76
1995-04-02,172.54
1995-04-03,85.79
1995-04-04,94.48
1995-04-05,104.60
1995-04-06,102.80
1995-04-07,42.36
1995-04-08,27.37
1995-04-09,89.72
1995-04-10,79.82
1995-04-11,32.97
1995-04-12,14.24
1995-04-13,39.76
1995-04-14,44.58
1995-04-15,20.03
1995-04-16,118.99
1995-04-17,74.68
1995-04-18,57.81
1995-04-19,50.66
1995-04-20,32.32
1995-04-21,34.71
1995-04-22,53.04
1995-04-23,71.08
1995-04-24,39.87
1995-04-25,80.08
1995-04-26,21.12
1995-04-27,213.45
1995-04-28,69.85
1995-04-29,44.48
1995-04-30,80.55
1995-05-01,80.99
1995-05-02,48.34
1995-05-03,96.19
1995-05-04,92.48
1995-05-05,48.65
1995-05-06,62.41
1995-05-07,86.15
1995-05-08,80.27
1995-05-09,79.98
1995-05-10,48.20
1995-05-11,44.60
1995-05-12,34.85
1995-05-13,43.92
1995-05-14,116.24
1995-05-15,49.30
1995-05-16,79.39
1995-05-17,27.81
1995-05-18,51.27
1995-05-19,56.81
1995-05-20,52.70
1995-05-21,91.27
1995-05-22,99.11
1995-05-23,122.55
1995-05-24,48.75
1995-05-25,97.89
1995-05-26,56.85
1995-05-27,17.89
1995-05-28,41.64
1995-05-29,35.39
1995-05-30,59.86
1995-05-31,44.86
1995-06-01,111.28
1995-06-02,77.14
1995-06-03,61.77
1995-06-04,124.82
1995-06-05,111.36
1995-06-06,32.89
1995-06-07,78.38
1995-06-08,114.20
1995-06-09,57.91
1995-06-10,53.74
1995-06-11,80.86
1995-06-12,60.30
1995-06-13,32.96
1995-06-14,50.10
1995-06-15,12.97
1995-06-16,93.04
1995-06-17,107.43
1995-06-18,94.39
1995-06-19,60.61
1995-06-20,64.99
1995-06-21,222.41
1995-06-22,387.73
1995-06-23,72.66
1995-06-24,55.76
1995-06-25,161.19
1995-06-26,61.60
1995-06-27,58.14
1995-06-28,130.65
1995-06-29,113.49
1995-06-30,58.32
1995-07-01,72.01
1995-07-02,189.02
1995-07-03,95.14
1995-07-04,32.29
1995-07-05,75.28
1995-07-06,172.98
1995-07-07,128.34
1995-07-08,85.80
1995-07-09,178.03
1995-07-10,145.67
1995-07-11,51.82
1995-07-12,188.49
1995-07-13,13.64
1995-07-14,44.90
1995-07-15,36.55
1995-07-16,111.06
1995-07-17,92.75
1995-07-18,85.11
1995-07-19,52.08
1995-07-20,131.06
1995-07-21,105.15
1995-07-22,46.37
1995-07-23,89.47
1995-07-24,83.34
1995-07-25,81.87
1995-07-26,102.56
1995-07-27,33.67
1995-07-28,36.42
1995-07-29,92.18
1995-07-30,99.01
1995-07-31,30.38
1995-08-01,58.93
1995-08-02,44.59
1995-08-03,41.27
1995-08-04,89.29
1995-08-05,103.40
1995-08-06,48.67
1995-08-07,62.02
1995-08-08,41.67
1995-08-09,22.44
1995-08-10,34.08
1995-08-11,22.44
1995-08-12,9.39
1995-08-13,61.53
1995-08-14,40.72
1995-08-15,50.93
1995-08-16,131.78
1995-08-17,34.41
1995-08-18,44.42
1995-08-19,28.30
1995-08-20,75.17
1995-08-21,31.45
1995-08-22,42.41
1995-08-23,36.34
1995-08-24,19.88
1995-08-25,36.24
1995-08-26,27.17
1995-08-27,70.99
1995-08-28,60.00
1995-08-29,16.73
